1.286000000000000000e+03,3.500000000000000000e+01,2.360000000000000000e+02,1.750000000000000000e+02,7.600000000000000000e+01,8.000000000000000000e+00,5.420000000000000000e+02,1.700000000000000000e+01,5.000000000000000000e+00,7.000000000000000000e+00
3.000000000000000000e+00,2.071000000000000000e+03,1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.570000000000000000e+02,5.000000000000000000e+00,1.682000000000000000e+03,2.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.170000000000000000e+02,2.000000000000000000e+00,1.200000000000000000e+01
1.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.895000000000000000e+03,5.700000000000000000e+01,1.580000000000000000e+02,1.700000000000000000e+01,4.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.040000000000000000e+02,1.700000000000000000e+01,4.000000000000000000e+00,2.100000000000000000e+01,1.762000000000000000e+03,2.320000000000000000e+02,1.600000000000000000e+01,1.400000000000000000e+01,1.200000000000000000e+01,1.900000000000000000e+01
7.100000000000000000e+01,1.300000000000000000e+01,1.200000000000000000e+01,7.600000000000000000e+01,2.780000000000000000e+02,1.506000000000000000e+03,1.470000000000000000e+02,1.900000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01
2.640000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,6.500000000000000000e+01,3.060000000000000000e+02,1.074000000000000000e+03,8.300000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00
2.180000000000000000e+02,3.000000000000000000e+00,2.020000000000000000e+02,2.000000000000000000e+00,1.300000000000000000e+01,2.300000000000000000e+01,4.000000000000000000e+01,1.325000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.138000000000000000e+03,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.037000000000000000e+03
