feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,value
0.077086,0.097158,0.15963,0.077783,0.10362,0.2986,0.078329,0.071817,0.037494,0.067478,0.079118,0.065496,0.044346,0.15487,0.11785,0.15565,0.55335,0.68522,1.9665,0.23981,0.36342,0.98894,0.30424,0.89087,0.19557,0.22685,0.48183,0.16293,0.56331,0.43822,0.99028,0.45807,0.1505,0.16605,0.44847,0.064433,0.16413,0.33028,0.1093,0.20269,0.062212,0.099856,0.13317,0.07142,0.14158,0.20636,0.21336,0.13236,0.1263,0.13734,0.15312,0.093937,0.18852,0.42662,0.093072,0.11786,0.05088,0.10488,0.11941,0.06263,0.059471,0.19152,0.14541,0.29608,9.2429,11.402,11.358,11.053,4.6648,11.412,10.887,10.706,9.6025,11.287,11.336,13.078,2.2316,9.354,3.3793,10.874,8.9808,11.035,10.72,10.769,4.3252,10.331,10.593,10.443,9.4552,11.052,11.071,12.828,2.0571,8.7952,2.9644,10.375,4
0.07234,0.13549,0.17211,0.13029,0.0675,0.2727,0.095141,0.052701,0.042667,0.15012,0.11648,0.062315,0.034593,0.1597,0.1248,0.14225,1.1069,1.5233,0.89146,0.78942,0.38317,2.0724,0.74425,0.42329,0.28023,0.56745,0.33651,0.25522,0.15889,2.4731,1.5664,0.58187,0.2618,0.32809,0.19707,0.19037,0.12884,0.30742,0.1754,0.11792,0.070696,0.16816,0.11052,0.12565,0.06483,0.46095,0.39228,0.14107,0.080815,0.14043,0.18624,0.19881,0.097888,0.27058,0.16212,0.065757,0.033403,0.1964,0.1744,0.085967,0.052076,0.27824,0.16066,0.31012,9.2842,11.635,11.146,11.08,4.6185,11.404,10.957,10.729,9.591,11.395,11.371,13.071,2.2577,9.3875,3.4355,10.681,9.0066,11.114,10.532,10.61,4.3945,10.312,10.626,10.53,9.437,10.886,10.986,12.829,2.1313,8.8672,2.9594,10.301,4
0.057757,0.079922,0.087207,0.11416,0.058695,0.26714,0.094723,0.053144,0.045081,0.14507,0.12756,0.039689,0.044985,0.18993,0.16577,0.10958,0.61953,0.215,0.29365,0.44899,0.2651,1.5735,0.4633,0.19917,0.77012,0.34734,0.42052,0.4944,0.11566,0.62075,0.65835,0.28758,0.14307,0.091829,0.11142,0.17919,0.099019,0.34233,0.13131,0.082625,0.13372,0.15096,0.12969,0.11027,0.059855,0.26675,0.2162,0.13009,0.08496,0.13548,0.16313,0.14562,0.099547,0.38799,0.11785,0.069312,0.054816,0.20549,0.18243,0.045248,0.079147,0.33517,0.17225,0.18982,9.3912,11.34,11.132,11.282,4.5562,11.361,10.837,10.727,9.607,11.399,11.473,12.991,2.254,9.4492,3.4665,10.64,9.1492,11.059,10.86,10.835,4.3519,10.373,10.512,10.535,9.4204,10.935,11.017,12.83,2.1042,8.8083,2.8095,10.293,4
0.10159,0.081533,0.11596,0.12384,0.07471,0.35356,0.091902,0.068132,0.053612,0.14724,0.11037,0.088951,0.049752,0.18437,0.131,0.1255,0.28229,0.46831,0.2826,1.5437,0.25248,1.7644,0.68302,0.60593,0.52001,0.26778,0.5111,0.3568,0.50424,2.1871,1.0111,0.60361,0.11417,0.17739,0.11609,0.23777,0.098728,0.47592,0.16329,0.15388,0.098297,0.11704,0.1005,0.13179,0.10566,0.3841,0.24061,0.11082,0.1689,0.11317,0.13783,0.20464,0.13976,0.58907,0.11677,0.076201,0.078087,0.19449,0.12509,0.1433,0.065718,0.25726,0.23855,0.23547,9.4652,11.395,11.118,11.04,4.5774,11.387,10.859,10.733,9.6767,11.389,11.313,13.115,2.249,9.4809,3.3419,10.543,9.1218,11.069,10.695,10.609,4.3365,10.268,10.524,10.478,9.4908,10.908,10.938,12.8,2.0571,8.7837,2.9282,10.151,4
0.13811,0.13603,0.12282,0.17155,0.10662,0.30436,0.14513,0.09221,0.075735,0.17014,0.10572,0.12004,0.038237,0.14496,0.10171,0.13711,0.41495,0.66087,0.47864,1.475,0.42023,3.5903,1.0347,0.84845,0.24418,0.53832,0.254,0.89489,0.40033,0.55225,0.41003,1.7585,0.11833,0.22871,0.2034,0.3957,0.17681,0.68604,0.2932,0.22173,0.1053,0.20619,0.1287,0.19323,0.086942,0.22141,0.16036,0.43235,0.25633,0.25301,0.21103,0.2499,0.18887,0.37144,0.24905,0.1793,0.10102,0.24225,0.20958,0.1205,0.059906,0.23229,0.11982,0.18807,9.3829,11.351,11.161,11.183,4.6305,11.298,11.011,10.7,9.6448,11.392,11.279,13.068,2.1908,9.2003,3.2724,10.492,8.9554,10.921,10.729,10.533,4.2814,10.163,10.503,10.384,9.3729,10.779,10.949,12.444,2.0655,8.7056,2.8946,9.9458,4
0.19924,0.14175,0.080246,0.12873,0.11307,0.21011,0.093183,0.1018,0.10317,0.12142,0.081314,0.082006,0.031839,0.12442,0.089056,0.11325,0.26834,1.1312,0.21618,0.83275,0.91932,0.82887,0.71706,0.39693,0.95819,0.25635,0.2127,0.83057,0.11113,0.32471,0.27964,0.44224,0.11304,0.30539,0.094045,0.22606,0.21878,0.35599,0.15863,0.1314,0.28313,0.10261,0.058276,0.13959,0.027298,0.1349,0.094359,0.12911,0.26337,0.14925,0.12381,0.21937,0.096522,0.36346,0.12682,0.15158,0.15663,0.17448,0.15381,0.15536,0.058616,0.20762,0.11576,0.093306,9.0219,10.608,10.9,10.85,4.6382,11.276,10.978,10.626,9.3933,11.374,11.379,13.023,2.2558,9.4758,3.1443,10.413,8.4016,10.078,10.632,10.38,4.2178,10.57,10.606,10.283,9.0089,10.932,11.158,12.739,2.1425,9.0395,2.8393,9.9577,5
0.099982,0.12462,0.07952,0.053415,0.043135,0.2093,0.078486,0.05304,0.018828,0.05586,0.062373,0.038617,0.01884,0.16947,0.048389,0.063216,0.3136,0.47087,0.27136,0.22572,0.12727,0.70929,0.52486,0.2004,0.10118,0.35093,0.21021,0.087173,0.086762,1.5362,0.17082,0.23955,0.10363,0.13166,0.093589,0.097049,0.060475,0.25223,0.10184,0.067398,0.024541,0.074232,0.074544,0.027946,0.032157,0.21919,0.058586,0.061625,0.16261,0.21523,0.10573,0.084393,0.059374,0.35669,0.078275,0.070661,0.027011,0.090654,0.11474,0.03926,0.017046,0.18771,0.075683,0.098837,9.27,10.868,11.02,10.864,4.7307,11.502,10.96,10.792,9.494,11.506,11.492,13.126,2.2646,10.019,3.1789,10.501,8.9096,10.461,10.738,10.677,4.5813,10.802,10.66,10.596,9.3933,11.323,11.292,12.955,2.1843,9.3357,3.008,10.269,5
0.05092,0.093497,0.080905,0.036806,0.048355,0.11582,0.10403,0.069496,0.044045,0.051359,0.06868,0.044902,0.028926,0.080381,0.03644,0.029098,0.17616,0.36776,0.57521,0.38274,0.20317,0.16213,0.41511,0.26472,0.15614,0.35653,0.6925,0.15957,0.15915,0.30731,0.62849,0.29556,0.073255,0.13329,0.14203,0.098664,0.069412,0.052692,0.15418,0.062791,0.064461,0.092683,0.149,0.052474,0.051864,0.1001,0.10729,0.076843,0.089799,0.15953,0.12457,0.054054,0.044164,0.18365,0.19134,0.12909,0.070162,0.068968,0.085051,0.070582,0.043136,0.07405,0.047393,0.023194,9.3862,11.09,11.188,10.991,4.8482,11.621,11.137,10.816,9.5784,11.662,11.593,13.159,2.2764,9.9164,3.2157,10.584,9.1994,10.781,10.917,10.814,4.6651,11.24,10.81,10.605,9.4169,11.48,11.358,12.991,2.1743,9.6176,3.0871,10.469,5
0.11021,0.11081,0.071708,0.041192,0.052524,0.0788,0.08114,0.087923,0.078985,0.034353,0.047628,0.047722,0.022348,0.10978,0.094658,0.041357,0.36438,0.38148,1.2134,0.1741,0.23727,0.29234,0.37847,0.36838,0.83045,0.30514,0.23863,0.10737,0.37387,0.4249,0.91825,0.26919,0.1071,0.1461,0.25424,0.066358,0.091528,0.10825,0.13067,0.10642,0.085326,0.069783,0.065833,0.050629,0.093257,0.14603,0.10476,0.083951,0.15895,0.12008,0.087336,0.069196,0.076991,0.1416,0.14086,0.13411,0.13373,0.048633,0.060725,0.081876,0.033479,0.11444,0.11232,0.07558,9.4858,11.046,11.209,11.019,4.8143,11.654,11.048,10.944,9.6248,11.602,11.696,13.127,2.2743,9.8844,3.2102,10.566,9.117,10.656,10.898,10.881,4.6095,11.388,10.787,10.619,9.3478,11.486,11.479,12.977,2.1934,9.4539,2.8809,10.433,5
0.085819,0.058503,0.08517,0.091581,0.060337,0.11202,0.11324,0.058669,0.069299,0.051645,0.072918,0.023915,0.032406,0.14831,0.041563,0.034768,0.70073,0.50389,0.70765,0.38482,0.27945,0.5939,0.83424,0.18779,0.2017,0.50877,0.44887,0.13751,0.12281,0.54449,0.19028,0.19542,0.15542,0.12612,0.1612,0.11155,0.078129,0.17637,0.20243,0.089207,0.087923,0.12755,0.10647,0.032585,0.041651,0.13607,0.075393,0.05761,0.14341,0.093854,0.13446,0.13606,0.081404,0.16621,0.21736,0.10578,0.07218,0.066391,0.090792,0.036436,0.055777,0.23883,0.033104,0.034922,9.5502,11.041,11.32,11.071,4.7913,11.662,11.097,10.805,9.5443,11.662,11.744,13.068,2.2897,9.7689,3.157,10.593,9.2582,10.817,11.031,10.768,4.5767,11.245,10.762,10.62,9.2872,11.476,11.489,12.975,2.1782,9.2958,2.9968,10.44,5
0.12698,0.071903,0.089171,0.11739,0.086909,0.083816,0.20896,0.046536,0.053676,0.035948,0.023031,0.0476,0.05008,0.14807,0.056325,0.033097,0.79708,0.19449,0.50461,0.32743,0.19522,0.26703,1.7489,0.499,0.16554,0.05841,0.281,0.15231,0.40272,0.46661,0.51557,0.14352,0.18408,0.080024,0.15025,0.128,0.093141,0.11267,0.50595,0.10914,0.063679,0.019557,0.051535,0.072865,0.12598,0.16753,0.1502,0.05415,0.18223,0.10953,0.12686,0.20392,0.12744,0.13832,0.12461,0.053423,0.088387,0.047876,0.0358,0.076878,0.074326,0.17509,0.10007,0.043032,9.6435,11.169,11.244,11.058,4.8343,11.539,11.603,10.797,9.5463,11.628,11.682,13.106,2.2951,9.8012,3.236,10.596,9.2033,10.921,10.926,10.667,4.5334,11.259,10.528,10.601,9.3755,11.482,11.592,12.947,2.1036,9.2882,3.0495,10.474,5
0.096537,0.055349,0.090348,0.079016,0.074692,0.15376,2.0351,0.033786,0.60051,0.044021,0.057362,0.048381,0.04356,0.13806,0.048392,0.033452,0.74725,0.16487,0.68054,0.3765,0.20993,0.40939,0.81674,0.20868,3.2107,0.6064,0.1524,0.71599,0.40213,0.88219,0.15269,0.12116,0.18241,0.062269,0.20631,0.12673,0.056504,0.19343,0.22542,0.061351,0.66476,0.13143,0.054245,0.15583,0.081088,0.28426,0.066119,0.037156,0.1236,0.086484,0.13679,0.14227,0.12793,0.10832,0.098887,0.053409,0.61021,0.055359,0.051156,0.052065,0.05537,0.21649,0.067107,0.055966,9.6378,11.139,11.219,10.91,4.7031,11.705,10.744,10.763,9.5596,11.716,11.725,13.106,2.273,9.7772,3.2052,10.671,9.2634,10.955,10.918,10.669,4.4739,11.087,1.2983,10.635,7.7319,11.553,11.51,12.872,2.1036,9.2736,3.027,10.557,5
0.17069,0.048131,0.14577,0.12645,0.10495,0.32531,0.13953,0.067868,0.20344,0.11325,0.094839,0.04472,0.020701,0.078138,0.11473,0.17528,0.54541,0.21288,1.9546,0.4449,0.19855,1.264,0.31804,0.31128,0.51822,0.52386,0.5436,0.32693,0.1883,0.52259,0.41529,0.57245,0.10861,0.076084,0.48478,0.1191,0.094929,0.30851,0.10484,0.077352,0.11987,0.13283,0.15533,0.076516,0.048685,0.14399,0.15524,0.15364,0.29654,0.060602,0.15853,0.24085,0.16474,0.60764,0.26795,0.087029,0.40207,0.18398,0.16875,0.061296,0.040142,0.11008,0.14241,0.33973,8.5148,10.787,11.257,11.232,4.7907,11.952,11.189,10.835,9.6228,11.539,11.475,13.213,2.2154,9.8415,3.7426,10.684,7.8968,10.562,10.71,10.816,4.4374,10.94,10.782,10.591,9.0904,11.165,11.166,13.019,2.1538,9.5502,3.285,10.208,6
0.10446,0.090451,0.11265,0.1006,0.061556,0.17873,0.063409,0.042383,0.032822,0.13129,0.049691,0.043739,0.031706,0.12453,0.10968,0.03542,0.28717,0.23318,1.741,0.626,0.23474,0.63019,0.66871,0.16734,0.10567,0.55848,0.20868,0.52891,0.19029,0.2288,0.27344,0.19786,0.09737,0.075698,0.46565,0.13247,0.098258,0.24569,0.10822,0.061319,0.036214,0.17349,0.082401,0.08823,0.057821,0.11526,0.1069,0.036304,0.17818,0.090027,0.13962,0.13262,0.096721,0.29053,0.10263,0.074772,0.046039,0.20723,0.052331,0.067296,0.052526,0.22262,0.17994,0.053368,8.8308,11.051,11.185,11.199,4.712,11.448,10.981,10.733,9.6348,11.543,11.528,13.207,2.2593,9.802,3.8101,10.795,8.5006,10.66,10.732,10.816,4.5034,10.804,10.755,10.596,9.509,11.123,11.331,13.055,2.1447,9.3947,3.4757,10.654,6
0.059017,0.040416,0.050454,0.09779,0.04849,0.20973,0.057948,0.072594,0.0308,0.084968,0.083584,0.054571,0.032656,0.14712,0.14827,0.023531,0.20148,0.14654,0.64779,0.39324,0.21276,1.3914,0.22678,0.54007,0.17956,0.80715,0.23784,0.1883,0.12488,0.56673,0.303,0.11665,0.064252,0.061473,0.1892,0.16258,0.076201,0.31485,0.086834,0.14566,0.047543,0.10398,0.080504,0.056594,0.043611,0.17357,0.14606,0.049662,0.085055,0.051855,0.066739,0.17203,0.066305,0.27483,0.077723,0.12122,0.019484,0.092697,0.11392,0.10983,0.051516,0.22525,0.24658,0.038288,8.9864,11.098,11.131,11.246,4.7535,11.613,11.03,10.869,9.6735,11.537,11.507,13.205,2.2588,9.8969,3.8508,10.852,8.7765,10.947,10.949,10.907,4.5752,10.864,10.808,10.623,9.5565,11.176,11.215,13.049,2.1451,9.375,3.3424,10.769,6
0.033681,0.030772,0.054034,0.089496,0.039187,0.14544,0.095728,0.048552,0.028506,0.10178,0.052551,0.031207,0.019029,0.083579,0.097959,0.030596,0.1087,0.19438,0.8373,0.3044,0.16489,1.4104,0.5065,0.5699,0.12838,0.14837,0.1791,0.095551,0.14742,0.50351,1.0862,0.11966,0.046232,0.059364,0.17125,0.11435,0.054,0.19561,0.09129,0.13416,0.032526,0.066658,0.066572,0.043222,0.034923,0.16236,0.11065,0.039987,0.059264,0.042523,0.076466,0.14048,0.031495,0.23954,0.18581,0.082324,0.037837,0.15694,0.083382,0.037724,0.027019,0.10359,0.10844,0.023449,8.9841,11.106,11.109,11.157,4.6981,11.476,11.068,10.857,9.6974,11.519,11.449,13.195,2.2485,9.7322,3.7718,10.905,8.8732,11.003,10.913,10.858,4.5501,10.977,10.776,10.686,9.5795,11.189,11.264,13.066,2.1687,9.462,3.4421,10.787,6
0.087116,0.049845,0.11958,0.061244,0.081142,0.13051,0.057966,0.082123,0.066871,0.11976,0.050479,0.042662,0.036719,0.064218,0.10993,0.038713,0.88703,0.17424,1.7559,1.1588,0.47045,1.4139,0.35524,0.29801,0.14012,0.4652,0.24328,0.42773,0.36754,0.46064,0.22467,0.60735,0.18359,0.056622,0.35215,0.23227,0.12394,0.35197,0.087058,0.10725,0.057942,0.12644,0.091528,0.078032,0.074425,0.12776,0.069014,0.068635,0.097832,0.038151,0.14746,0.10771,0.084849,0.19095,0.079156,0.10388,0.10208,0.15863,0.058339,0.063238,0.033116,0.094233,0.18106,0.048636,9.0564,11.09,11.27,11.16,4.8662,11.458,11.03,10.925,9.7169,11.531,11.449,13.187,2.2782,9.6741,3.7126,10.874,8.7121,10.898,10.794,10.952,4.5417,10.963,10.804,10.619,9.5149,11.108,11.239,13.005,2.1298,9.4572,3.3616,10.726,6
0.13902,0.098841,0.08453,0.080146,0.080432,0.14875,0.051567,0.052447,0.034964,0.10824,0.077542,0.074602,0.055051,0.11536,0.15239,0.062797,0.23527,0.39797,0.25365,0.17062,0.60675,0.40585,0.42152,0.48995,0.17559,0.30665,0.83869,0.2319,0.22519,1.2085,0.37304,0.17607,0.077373,0.10209,0.09314,0.074275,0.13317,0.17144,0.11184,0.11523,0.068849,0.12943,0.16134,0.093406,0.067806,0.17323,0.12479,0.060812,0.14675,0.13498,0.13038,0.14387,0.12716,0.19907,0.053561,0.084269,0.047,0.15669,0.10729,0.10381,0.042735,0.21175,0.26297,0.11501,9.0712,11.261,11.207,11.362,4.8617,11.737,11.189,10.886,9.5149,11.459,11.424,13.193,2.3219,9.5825,3.6045,10.889,8.5963,10.929,10.902,11.088,4.587,11.211,10.988,10.697,9.364,11.108,11.141,12.929,2.1036,9.2028,3.1264,10.692,6
0.083062,0.11138,0.11629,0.11035,0.058627,0.10607,0.070114,0.064783,0.085457,0.13127,0.10861,0.14201,0.041974,0.12687,0.14799,0.10833,0.87988,1.1675,1.008,1.4324,0.2125,0.56987,0.90941,0.28834,0.12434,0.31432,0.3892,0.56012,0.27915,0.45984,0.48816,0.2838,0.24537,0.13775,0.20768,0.31219,0.070776,0.21458,0.21908,0.087425,0.02867,0.11424,0.1535,0.14227,0.095798,0.08453,0.16814,0.092511,0.055497,0.089501,0.086922,0.14994,0.0617,0.15024,0.094407,0.076314,0.089452,0.17823,0.12767,0.062169,0.061354,0.21929,0.2133,0.11247,9.2487,11.616,11.503,11.6,5.0002,11.915,11.25,10.904,9.776,11.859,11.754,13.781,2.2738,9.4917,3.6377,11.003,8.7651,10.856,10.819,10.97,4.6641,11.383,10.924,10.612,9.2631,11.146,11.062,12.757,2.1055,9.0521,3.0962,10.369,6
0.19808,0.24293,0.29439,0.21165,0.11781,0.37825,0.17161,0.11655,0.12757,0.15847,0.12,0.085595,0.083635,0.34186,0.069993,0.15175,0.78541,1.0836,0.71139,3.1148,0.28554,1.2365,0.42694,1.7114,0.22951,1.8113,0.73231,0.80369,0.28356,2.8796,0.42658,0.43092,0.19445,0.32792,0.16709,0.6753,0.10085,0.36588,0.22154,0.33835,0.080894,0.35051,0.14699,0.20119,0.12048,0.68271,0.13738,0.13404,0.23909,0.36657,0.46396,0.36587,0.19273,0.35714,0.31012,0.15162,0.15289,0.17841,0.1794,0.15783,0.13681,0.59684,0.094392,0.25801,9.2039,12.105,11.728,11.19,4.8189,11.992,10.852,10.055,9.3927,11.859,11.516,13.298,2.3683,10.129,3.4511,9.5955,8.5245,11.308,10.754,10.401,4.475,10.669,10.276,9.5921,8.9601,11.28,10.988,12.995,2.0828,8.8315,3.2045,9.0054,7
0.24295,0.19242,0.20612,0.13914,0.086157,0.32498,0.20147,0.082644,0.056956,0.13698,0.14939,0.093074,0.055784,0.17995,0.083249,0.066608,0.71576,0.3376,0.46903,0.65167,0.59182,0.78327,0.45436,0.31438,0.19714,0.56241,0.70274,0.34492,0.1745,1.207,0.26923,0.2439,0.26718,0.15773,0.18136,0.1909,0.14312,0.29914,0.18353,0.099449,0.096502,0.17593,0.1257,0.12907,0.057728,0.28346,0.11157,0.091622,0.40107,0.34911,0.23469,0.17376,0.11038,0.46976,0.40964,0.11598,0.091174,0.23634,0.25119,0.11549,0.098536,0.28831,0.10713,0.11041,9.2998,11.889,11.531,11.092,4.8067,11.711,10.879,10.163,9.5016,11.825,11.59,13.313,2.3034,9.8777,3.5112,9.5955,8.5594,11.28,10.809,10.592,4.4921,10.577,10.3,9.8701,9.2945,11.35,11.14,12.982,2.121,9.2598,3.2044,9.3637,7
0.17348,0.13348,0.2243,0.14853,0.10574,0.40463,0.15313,0.086152,0.10636,0.11885,0.17505,0.074948,0.055727,0.3413,0.066539,0.038751,0.44644,1.1521,0.63849,1.8726,0.29038,3.0498,0.28143,1.2434,0.38725,0.31317,0.46162,0.83185,0.18086,1.1352,0.54214,0.26611,0.16419,0.24166,0.24766,0.41279,0.13349,0.5787,0.12571,0.23934,0.10447,0.10941,0.16129,0.15774,0.067211,0.34319,0.13847,0.054471,0.27636,0.18893,0.36169,0.17067,0.14437,0.46726,0.2598,0.16294,0.048393,0.19519,0.27871,0.093301,0.11089,0.33743,0.074738,0.055268,9.1385,11.852,11.715,11.086,4.9138,11.933,10.853,10.145,9.6463,11.895,11.932,13.405,2.2976,10.111,3.4934,9.7192,8.5927,11.331,10.955,10.502,4.529,10.562,10.364,9.8724,9.2559,11.469,11.395,13.07,2.1353,8.931,3.2284,9.4959,7
0.086005,0.1281,0.093232,0.11156,0.079334,0.21881,0.1285,0.068679,0.075087,0.080224,0.10356,0.10209,0.044256,0.34351,0.090106,0.049524,0.2891,1.2122,0.20542,0.9899,0.86623,0.49405,0.38622,0.32028,0.62132,0.68765,0.8435,0.33941,0.17616,0.94696,0.29152,0.28774,0.087954,0.26055,0.079507,0.16066,0.18682,0.19659,0.15921,0.10636,0.14888,0.17023,0.19124,0.13948,0.067186,0.27938,0.093114,0.079352,0.1444,0.16899,0.14169,0.13756,0.11562,0.32588,0.2005,0.10208,0.13707,0.11553,0.14506,0.17703,0.047064,0.61725,0.1311,0.071391,8.9999,11.824,11.35,11.135,4.8247,11.53,10.843,10.121,9.6947,11.91,11.824,13.405,2.3511,10.13,3.53,9.7981,8.6877,11.34,11.048,10.744,4.5438,10.749,10.424,9.8696,9.4682,11.612,11.433,13.058,2.1843,9.0222,3.2385,9.6315,7
0.14137,0.18647,0.16835,0.13879,0.1059,0.18291,0.1246,0.029702,0.052113,0.13401,0.097721,0.13377,0.052689,0.36156,0.090969,0.087502,0.77362,0.35585,0.47465,0.48828,0.40665,0.48338,0.4039,0.149,0.24047,0.35368,0.31123,0.40922,0.14056,1.4214,0.6875,0.24409,0.19566,0.1469,0.18452,0.17674,0.14401,0.20776,0.15158,0.057587,0.08524,0.10498,0.1111,0.13159,0.052154,0.45761,0.18063,0.078847,0.19163,0.27473,0.25292,0.18161,0.16175,0.29864,0.21337,0.03774,0.074325,0.22814,0.11051,0.17805,0.052008,0.60662,0.079367,0.14267,9.088,11.902,11.436,11.131,4.8403,11.693,10.787,10.116,9.6642,12.008,11.841,13.547,2.349,10.279,3.5261,9.9802,8.582,11.266,10.878,10.642,4.4878,11.085,10.384,9.9804,9.4536,11.601,11.489,13.042,2.1567,9.1114,3.1271,9.6988,7
0.17604,0.18761,0.13625,0.091166,0.10393,0.2512,0.091532,0.053207,0.25527,0.12869,0.097298,0.17034,0.04415,0.15579,0.13583,0.079367,0.53144,1.2633,0.34773,0.45203,0.35327,0.86577,0.5197,0.24342,0.6282,0.31977,0.18936,0.43001,0.15949,1.3211,0.89324,0.38299,0.2003,0.30149,0.14626,0.13984,0.12743,0.31431,0.16226,0.089309,0.18083,0.13438,0.11105,0.17322,0.043913,0.33306,0.27674,0.09191,0.25027,0.21034,0.23544,0.0834,0.13944,0.43325,0.13239,0.063906,0.069414,0.21779,0.14909,0.25958,0.081583,0.25873,0.1731,0.1307,9.1569,11.744,11.43,11.204,4.8787,11.847,10.863,10.228,9.641,11.991,11.986,13.663,2.3337,9.8437,3.5697,10.067,8.4916,11.005,10.937,10.792,4.5029,10.994,10.518,10.022,8.8188,11.59,11.667,13.072,2.1815,9.1985,3.094,9.788,7
0.12194,0.19263,0.17936,0.13839,0.14543,0.16273,0.13745,0.17314,0.078725,0.21768,0.29039,0.16822,0.12573,0.59288,0.072566,0.077197,0.72865,2.4333,0.47238,1.1121,0.53228,0.43524,0.43504,0.26407,0.84051,1.2093,0.62402,0.8875,0.31771,1.6498,0.88885,0.2578,0.21648,0.53782,0.19729,0.29,0.17746,0.19752,0.1469,0.14039,0.23194,0.24898,0.2235,0.20444,0.12369,0.51689,0.18382,0.11536,0.16344,0.3162,0.25476,0.18095,0.23553,0.30552,0.22797,0.1525,0.10581,0.39343,0.57077,0.23649,0.22315,0.95219,0.10962,0.10627,9.2779,11.547,11.444,11.566,4.8799,12.13,11.16,10.435,9.7742,12.101,12.374,13.686,2.5199,10.28,3.4089,9.5439,8.8178,10.906,10.855,11.023,4.3121,11.505,10.674,9.7758,9.4494,11.436,11.531,13.145,2.1356,8.2624,3.1555,9.2323,8
0.048273,0.10005,0.096325,0.2774,0.19465,0.21988,0.073057,0.056982,0.066555,0.14146,0.26559,0.12869,0.043736,0.5933,0.33723,0.16515,0.26361,0.75466,0.61028,0.80969,1.5993,0.81636,0.22096,0.20737,0.54731,1.4889,1.5334,1.445,0.34714,1.8515,0.85065,0.82484,0.071539,0.19349,0.12644,0.24115,0.36265,0.35903,0.097351,0.082082,0.11837,0.33768,0.34659,0.28949,0.0633,0.58984,0.30019,0.10445,0.065929,0.14902,0.074381,0.43417,0.31505,0.3316,0.089356,0.077234,0.092794,0.22434,0.39858,0.12418,0.063705,0.70523,0.52665,0.30603,9.3087,11.615,11.581,11.683,4.8542,12.321,11.085,10.336,9.6481,11.785,12.241,13.759,2.3212,10.411,4.0809,9.4638,9.0877,11.26,11.134,10.75,4.1921,11.491,10.811,10.127,9.4075,11.31,11.246,13.272,2.1632,8.2741,3.0238,8.9976,8
0.068732,0.12829,0.11437,0.13956,0.17753,0.15444,0.072612,0.073035,0.061688,0.093538,0.24608,0.14172,0.080778,0.44665,0.31714,0.075549,0.80968,0.60542,0.47095,0.52211,0.36544,0.59325,0.5472,0.20986,0.53936,0.36589,2.218,0.39019,0.31609,0.93752,2.7697,0.12051,0.13949,0.19091,0.13741,0.1826,0.1611,0.21499,0.12325,0.08976,0.12316,0.13097,0.44316,0.11657,0.096826,0.38838,0.45759,0.050583,0.053684,0.19556,0.15238,0.17314,0.25069,0.24575,0.14615,0.13603,0.10741,0.13084,0.27736,0.241,0.090217,0.56556,0.42591,0.09109,9.4859,11.749,11.785,11.605,4.8621,11.924,11.146,10.369,9.7441,11.735,12.141,13.675,2.3976,10.455,4.2559,9.3401,9.1259,11.234,11.406,11.053,4.198,11.359,10.918,10.141,9.5137,11.391,11.235,13.231,2.0966,8.7993,3.189,9.0267,8
0.12128,0.12076,0.11839,0.22462,0.19376,0.24174,0.1224,0.053846,0.053716,0.18031,0.21427,0.091176,0.065568,0.49826,0.31708,0.080027,0.30294,0.49463,0.77506,2.125,0.89992,1.0135,0.35176,0.49978,0.49647,0.95217,1.2947,0.39322,0.60209,1.815,1.4666,0.75596,0.092229,0.18706,0.17903,0.28829,0.21308,0.25582,0.13904,0.10812,0.083236,0.20109,0.31239,0.1509,0.12341,0.54057,0.50902,0.17011,0.12362,0.11728,0.17118,0.37593,0.27419,0.35488,0.15268,0.091299,0.04629,0.16435,0.35407,0.099444,0.052033,0.82115,0.40474,0.12711,9.5847,11.766,11.732,11.586,4.8905,12.119,11.332,10.276,9.7016,11.975,12.024,13.53,2.3569,10.537,4.3349,9.3844,9.1079,11.267,11.343,10.85,4.1426,11.345,10.86,10.093,9.4319,11.084,11.306,13.17,2.0987,8.7916,3.2556,9.1054,8
