1.140000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.125000000000000000e+03,5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.300000000000000000e+01,2.148000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.824000000000000000e+03,2.420000000000000000e+02,7.600000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.700000000000000000e+02,1.576000000000000000e+03,1.790000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.550000000000000000e+02,2.150000000000000000e+02,1.795000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000000e+02,3.200000000000000000e+01,1.000000000000000000e+00,1.223000000000000000e+03,4.760000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.720000000000000000e+02,1.479000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.148000000000000000e+03,7.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.070000000000000000e+03
