feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,value
0.16855,0.24458,0.26415,0.1433,0.13251,0.39067,0.17842,0.12346,0.1221,0.15593,0.10617,0.19222,0.11165,0.21829,0.15951,0.18001,0.77577,1.5554,1.1006,1.0443,0.61845,1.7588,0.94504,0.5418,0.35221,0.82056,0.79807,1.3189,0.28715,1.0711,1.013,0.73115,0.24933,0.387,0.36068,0.29238,0.2111,0.47878,0.20375,0.18295,0.1327,0.28942,0.21274,0.41383,0.082819,0.38492,0.28983,0.18181,0.1675,0.235,0.21,0.17,0.1575,0.5125,0.14,0.1075,0.0775,0.1675,0.13,0.185,0.055,0.275,0.17,0.2275,0.87462,0.98502,0.99805,0.90556,0.72747,0.90533,0.96623,0.97594,0.91259,0.91289,0.88554,1.0099,0.78738,0.76591,0.79593,0.98601,0.77162,0.85832,0.85192,0.85296,0.61333,0.76953,0.8522,0.89866,0.81816,0.83004,0.85055,0.90092,0.5272,0.67949,0.61784,0.89678,4
0.11386,0.28536,0.26573,0.23301,0.10185,0.32295,0.15825,0.097022,0.11953,0.17777,0.17364,0.1325,0.07715,0.28534,0.18739,0.16563,0.84018,1.5112,1.3586,1.0306,1.0108,2.0759,0.87704,0.92156,0.67471,0.913,0.54124,0.94946,0.51557,1.9565,0.90658,0.68339,0.24591,0.43724,0.43027,0.41204,0.20229,0.5556,0.26155,0.29465,0.21118,0.28744,0.19627,0.32416,0.10331,0.4652,0.28555,0.1624,0.1075,0.16,0.2525,0.22,0.1675,0.47,0.1675,0.1325,0.1175,0.245,0.2375,0.1575,0.05,0.315,0.17,0.255,0.85475,1.0136,0.91294,0.90718,0.72139,0.88345,0.9758,0.97684,0.90715,0.9121,0.91042,0.993,0.82503,0.82458,0.81352,0.98962,0.80415,0.88693,0.77002,0.78579,0.65594,0.77557,0.91226,0.93191,0.83178,0.84898,0.84511,0.93407,0.66071,0.68742,0.61344,0.91932,4
0.11042,0.1772,0.2399,0.23996,0.18129,0.36494,0.20838,0.11815,0.13912,0.16559,0.16486,0.22249,0.077754,0.23122,0.2039,0.13315,1.1427,1.7796,1.404,0.92123,0.87308,2.6809,0.99357,0.86708,0.90866,0.75632,0.90447,0.79103,0.6453,1.0533,1.4429,0.61994,0.29649,0.44049,0.56711,0.27499,0.20729,0.58508,0.29856,0.21133,0.20153,0.24111,0.32271,0.22999,0.15839,0.42482,0.2822,0.18879,0.1325,0.2375,0.33,0.18,0.14,0.4925,0.215,0.0975,0.09,0.2175,0.175,0.125,0.065,0.4075,0.175,0.16,0.8674,0.95804,0.91776,0.98406,0.77618,0.88345,0.96014,0.98403,0.88808,0.90579,0.92208,0.97459,0.80792,0.7556,0.78494,0.98421,0.80867,0.8812,0.80535,0.86024,0.55093,0.75746,0.85481,0.92382,0.79273,0.85213,0.84122,0.8744,0.61621,0.68662,0.5079,0.91932,4
0.19593,0.18146,0.1793,0.213,0.1061,0.411,0.20156,0.11024,0.091739,0.1693,0.15665,0.20397,0.079293,0.29972,0.16529,0.14227,0.98355,0.93958,0.76137,1.4178,0.87066,2.6468,0.65253,1.366,0.64301,0.87282,1.2752,0.92683,0.46075,1.3303,0.73982,0.75912,0.23973,0.34842,0.29461,0.44017,0.25341,0.60827,0.18587,0.26845,0.16052,0.26842,0.37428,0.31812,0.12937,0.40606,0.24934,0.15168,0.16,0.18,0.1925,0.1975,0.165,0.7175,0.13,0.125,0.1075,0.2025,0.23,0.1375,0.08,0.28,0.195,0.245,0.92522,0.96458,0.90812,0.9088,0.71226,0.90533,0.9819,0.97145,0.88808,0.90894,0.89487,1.0173,0.87296,0.80952,0.75196,0.95807,0.80053,0.89347,0.81418,0.79631,0.65442,0.76199,0.83914,0.92831,0.84631,0.84977,0.84511,0.93334,0.68125,0.66522,0.58485,0.9112,4
0.17788,0.2109,0.21114,0.28965,0.16149,0.36292,0.21003,0.17623,0.11176,0.26129,0.12499,0.18595,0.076497,0.23784,0.17973,0.16173,0.65627,2.0025,1.5076,1.054,0.91186,1.6889,1.1264,1.0395,0.5057,0.86043,0.75505,1.2514,0.53516,1.494,1.0331,1.1073,0.23353,0.5307,0.44768,0.43594,0.21867,0.57571,0.25028,0.30379,0.15394,0.25683,0.23932,0.36139,0.2019,0.5274,0.31413,0.26213,0.2425,0.27,0.195,0.2625,0.2,0.5725,0.1875,0.185,0.09,0.2775,0.21,0.1375,0.0875,0.3825,0.1725,0.2475,0.88095,0.94987,0.93221,0.96302,0.76704,0.87591,1.0141,1.0119,0.88263,0.93577,0.88243,1.0107,0.80107,0.75084,0.77174,0.96799,0.80324,0.85995,0.84228,0.79065,0.61637,0.76199,0.89659,0.91394,0.81906,0.79769,0.84355,0.92081,0.6744,0.67314,0.51889,0.90039,4
0.27507,0.20629,0.11622,0.1906,0.14575,0.26145,0.14813,0.11345,0.13577,0.15758,0.13229,0.15964,0.048367,0.27792,0.15005,0.13323,1.0569,0.47523,0.72464,0.80908,0.43144,2.6367,0.67001,0.53972,1.268,0.67634,0.62188,1.4349,0.27258,0.88786,0.52269,0.69072,0.25567,0.18587,0.23053,0.23868,0.16113,0.39904,0.1704,0.16056,0.21378,0.19346,0.16622,0.25192,0.098976,0.29932,0.15069,0.17996,0.285,0.235,0.155,0.2625,0.125,0.3375,0.1475,0.155,0.16,0.225,0.1375,0.1475,0.0775,0.2925,0.155,0.1425,0.84661,0.90328,0.88403,0.90475,0.71073,0.85856,1.0002,0.95977,0.86265,0.905,0.89098,0.99374,0.78395,0.81269,0.70798,0.94455,0.6894,0.78229,0.83907,0.82706,0.56615,0.77331,0.91226,0.91843,0.79273,0.84267,0.82334,0.93334,0.71548,0.69772,0.5079,0.87425,5
0.21569,0.16074,0.12623,0.11966,0.059944,0.25975,0.11683,0.11422,0.063561,0.077992,0.085239,0.084139,0.073637,0.27688,0.070324,0.084735,1.3596,0.95323,0.69214,0.99479,0.31152,1.6796,0.89144,0.29952,0.50659,0.44831,0.51025,0.4729,0.41888,1.3127,0.37952,0.40653,0.26745,0.2369,0.24351,0.22815,0.10053,0.39763,0.2206,0.088653,0.11604,0.13975,0.15482,0.15701,0.074549,0.31949,0.12382,0.13151,0.1875,0.185,0.1475,0.1275,0.0775,0.3275,0.1175,0.0875,0.05,0.0975,0.1,0.095,0.05,0.2575,0.08,0.1175,0.87553,0.91227,0.89287,0.90799,0.73508,0.89779,0.96449,1.011,0.88263,0.9192,0.90186,0.98048,0.85927,0.86898,0.72117,0.96438,0.74903,0.84524,0.83827,0.84244,0.69095,0.80499,0.91139,0.94629,0.8454,0.88843,0.87076,0.95175,0.68125,0.72151,0.64422,0.92472,5
0.1561,0.19855,0.21047,0.094904,0.077802,0.21258,0.1939,0.13179,0.061873,0.097944,0.1215,0.12174,0.051587,0.15643,0.066558,0.074603,1.0677,1.1644,1.0239,0.90641,0.48716,0.77213,1.4096,0.2522,0.29969,0.36103,0.58375,0.55173,0.35352,1.6699,0.5479,0.39926,0.33076,0.18243,0.22351,0.22173,0.13513,0.2847,0.28079,0.096654,0.11452,0.11744,0.16216,0.17735,0.11079,0.41912,0.18285,0.11813,0.1575,0.155,0.1375,0.1325,0.095,0.265,0.1675,0.1,0.0875,0.0675,0.0975,0.0775,0.0575,0.1775,0.07,0.08,0.87191,0.96131,0.93542,0.90556,0.75639,0.90307,1.008,0.99841,0.87627,0.95786,0.91042,1.0107,0.81819,0.80317,0.72777,0.96979,0.77252,0.86567,0.80535,0.86753,0.6879,0.8065,0.90094,0.91124,0.84994,0.90263,0.84278,0.95175,0.71891,0.73737,0.65301,0.93644,5
0.14646,0.1882,0.12372,0.18328,0.086801,0.12322,0.1109,0.16336,0.12482,0.093708,0.098692,0.10426,0.074591,0.20282,0.13729,0.071947,0.9648,1.1273,1.1013,0.72311,0.39732,0.98712,0.49368,1.4997,0.40173,0.76625,0.46005,0.82932,0.47143,1.5152,0.40925,0.66935,0.32972,0.29332,0.33986,0.20318,0.14773,0.30228,0.17632,0.29561,0.1575,0.15962,0.14595,0.25539,0.1517,0.47496,0.1628,0.14116,0.2275,0.2075,0.1475,0.12,0.105,0.1625,0.15,0.0975,0.1175,0.105,0.095,0.1425,0.0675,0.265,0.135,0.07,0.86469,0.94578,0.90571,0.95897,0.75943,0.89326,0.97406,1.0164,0.88898,0.93025,0.9143,0.98122,0.849,0.80872,0.71898,0.96258,0.81409,0.85423,0.86155,0.8481,0.69095,0.84347,0.91661,0.94,0.81362,0.88054,0.86532,0.94365,0.69152,0.72944,0.52989,0.92472,5
0.13706,0.12367,0.1979,0.21868,0.08154,0.17801,0.15708,0.094996,0.11907,0.1179,0.15024,0.086745,0.090188,0.19076,0.082977,0.10951,0.74876,0.72346,0.98938,1.0729,0.58286,0.78462,0.74213,0.61721,0.49484,0.81226,0.66296,0.88608,0.37869,0.77763,0.82114,0.52646,0.22337,0.30701,0.20731,0.37496,0.20301,0.24996,0.20058,0.19063,0.14088,0.19754,0.20105,0.28326,0.12703,0.27854,0.19339,0.18114,0.2075,0.1575,0.1425,0.225,0.1175,0.2025,0.18,0.1075,0.085,0.095,0.0875,0.115,0.075,0.27,0.12,0.095,0.88456,0.91799,0.9836,0.94683,0.73661,0.92419,0.9906,0.98044,0.87355,0.96259,0.93685,0.97459,0.90377,0.79604,0.71238,0.98331,0.81499,0.87221,0.86557,0.84244,0.68182,0.83819,0.91226,0.9409,0.79727,0.89868,0.8591,0.94439,0.70864,0.71992,0.63982,0.93103,5
0.20487,0.14572,0.17303,0.20615,0.11881,0.13899,0.15988,0.098955,0.10254,0.073225,0.069264,0.14322,0.12103,0.2299,0.13026,0.089174,0.89828,0.88224,1.7211,1.1239,0.64376,0.94011,0.92847,0.82097,0.5001,0.50602,0.37738,0.69677,1.5817,1.9754,0.80008,0.37788,0.28336,0.24153,0.35842,0.26139,0.18863,0.31954,0.27891,0.23258,0.14428,0.16944,0.092883,0.20739,0.19813,0.58896,0.22929,0.13875,0.1825,0.135,0.105,0.12,0.15,0.1725,0.18,0.1175,0.1175,0.08,0.0575,0.1075,0.0875,0.3125,0.0975,0.0975,0.88908,0.95477,0.91776,0.95493,0.74878,0.88345,0.97145,0.98313,0.89897,0.92946,0.9143,0.98048,0.92773,0.80872,0.82012,0.9752,0.75626,0.88366,0.82703,0.8481,0.66964,0.83064,0.89485,0.9364,0.83904,0.90105,0.88554,0.90682,0.61963,0.71437,0.63762,0.93193,5
0.21334,0.10644,0.16801,0.22662,0.14948,0.21933,2.3943,0.11084,0.61601,0.11205,0.089083,0.19714,0.097035,0.27009,0.082517,0.084125,0.66465,0.78921,3.1945,1.5388,0.57111,1.6553,1.0521,1.6158,1.6022,0.62076,0.66667,2.5527,1.0492,1.2823,0.51088,0.75051,0.29032,0.23463,0.42416,0.39731,0.21743,0.4086,0.17869,0.29324,0.47146,0.20233,0.21323,0.32825,0.18055,0.49463,0.15946,0.26495,0.1075,0.1475,0.175,0.21,0.1375,0.295,0.0375,0.1175,0.8225,0.1,0.0775,0.195,0.08,0.245,0.085,0.1175,0.92884,0.91962,0.91374,0.95493,0.79444,0.88572,0.95491,0.99841,0.87809,0.95549,0.92052,1.0129,0.87296,0.82855,0.73437,0.97339,0.76801,0.87058,0.82703,0.84001,0.64377,0.79745,0.16278,0.9382,0.70374,0.90105,0.88554,0.90387,0.61963,0.67314,0.62883,0.93824,5
0.22466,0.11345,0.22629,0.2034,0.15422,0.40481,0.16789,0.13652,0.23823,0.16291,0.15938,0.12977,0.048682,0.18358,0.18994,0.19623,1.1217,0.78207,1.7917,2.5855,0.5952,2.3402,1.3089,0.78139,1.2037,0.57775,0.54364,0.63868,0.4669,1.453,0.58493,0.77566,0.32691,0.27022,0.39983,0.53077,0.20114,0.6329,0.27542,0.21592,0.23454,0.15991,0.19278,0.25052,0.13112,0.34243,0.21506,0.22929,0.305,0.095,0.205,0.25,0.19,0.585,0.245,0.125,0.435,0.255,0.175,0.135,0.06,0.185,0.12,0.295,0.79059,0.89265,0.95068,0.93712,0.76248,0.92344,0.98799,1.0146,0.91986,0.92078,0.90342,1.0048,0.79422,0.83568,0.89487,0.9788,0.67314,0.84524,0.81338,0.86267,0.62703,0.79518,0.93054,0.92562,0.81634,0.86318,0.82101,0.94439,0.70864,0.73737,0.58266,0.89768,6
0.1662,0.1565,0.21501,0.20178,0.075142,0.24574,0.096809,0.096596,0.075917,0.1437,0.076223,0.11129,0.056507,0.19457,0.12464,0.057433,0.66292,0.54617,0.84086,1.3308,0.53001,1.3107,0.46378,0.67943,0.43712,0.51999,0.61691,0.38186,0.32782,0.81211,0.52808,0.39064,0.20825,0.17509,0.22639,0.23523,0.16138,0.4621,0.15268,0.1802,0.11479,0.20119,0.19885,0.14493,0.1069,0.31553,0.17304,0.13717,0.1775,0.1275,0.15,0.16,0.11,0.2275,0.12,0.1075,0.0675,0.21,0.1175,0.075,0.0775,0.245,0.205,0.0975,0.85023,0.91554,0.93542,0.96383,0.72595,0.89477,0.96884,1.0002,0.88444,0.91368,0.90031,0.99079,0.7908,0.78732,0.8487,0.9752,0.74813,0.8387,0.8198,0.86024,0.68029,0.79896,0.93141,0.94359,0.8345,0.87186,0.87465,0.93186,0.6881,0.7001,0.75635,0.95717,6
0.11711,0.074097,0.10756,0.23686,0.080739,0.24033,0.1092,0.14085,0.052475,0.12637,0.10386,0.10424,0.067552,0.20191,0.23798,0.044213,0.62576,0.51916,0.62786,0.81604,0.33515,1.1551,0.49083,1.3265,0.41767,0.61943,0.59506,0.53602,0.44023,1.3417,0.71502,0.46257,0.25475,0.16029,0.22413,0.24457,0.069772,0.36437,0.18876,0.20568,0.12408,0.19087,0.2091,0.18404,0.10685,0.31278,0.21987,0.10438,0.12,0.0875,0.14,0.15,0.08,0.2975,0.0775,0.1125,0.08,0.1575,0.155,0.115,0.06,0.2475,0.2975,0.0475,0.85294,0.91554,0.90571,0.98406,0.76248,0.90081,0.9671,1.0173,0.88172,0.91525,0.89798,0.99006,0.82846,0.79525,0.93005,0.98691,0.78246,0.88366,0.85914,0.874,0.68943,0.80876,0.90791,0.94629,0.85629,0.86002,0.86532,0.93923,0.64017,0.72864,0.63543,0.96528,6
0.072797,0.070504,0.092022,0.1222,0.05498,0.1804,0.12054,0.13667,0.048331,0.13296,0.085751,0.077355,0.036568,0.11977,0.14616,0.052777,0.68385,0.50008,0.49831,0.64917,0.43536,1.2461,0.42534,1.0206,0.44813,0.41083,0.45932,0.71494,0.25824,1.1658,0.48828,0.376,0.16654,0.17389,0.18446,0.23998,0.13521,0.36591,0.13944,0.16842,0.1313,0.14903,0.16254,0.20006,0.094718,0.26837,0.13932,0.098482,0.075,0.08,0.1075,0.1475,0.07,0.2225,0.17,0.095,0.0775,0.225,0.1175,0.0975,0.03,0.145,0.155,0.07,0.82222,0.91472,0.90571,0.91689,0.72443,0.87365,0.98277,1.0182,0.88444,0.91525,0.89564,0.97827,0.79422,0.78256,0.87508,0.98601,0.78969,0.8902,0.87038,0.86995,0.68486,0.81178,0.93576,0.9409,0.86174,0.85845,0.86066,0.95396,0.72918,0.73499,0.64642,0.95987,6
0.14826,0.071431,0.23588,0.13286,0.13349,0.16743,0.12707,0.10422,0.083462,0.13862,0.1139,0.12346,0.064918,0.16545,0.12455,0.050313,0.90164,0.59068,0.76851,1.0471,0.55086,1.5464,0.62599,0.68708,0.55163,0.54743,0.4199,0.41423,0.23154,0.88558,0.3665,0.30872,0.28792,0.16964,0.24307,0.24777,0.14714,0.34349,0.19058,0.1539,0.1864,0.15999,0.15108,0.16008,0.071113,0.32982,0.14493,0.1004,0.1375,0.1,0.195,0.13,0.08,0.1875,0.095,0.1,0.1,0.1575,0.13,0.1,0.0475,0.17,0.1925,0.0775,0.85294,0.90981,0.93623,0.94926,0.82335,0.87289,1.0089,0.99571,0.88717,0.91131,0.91974,0.99448,0.85242,0.82141,0.82891,0.9815,0.78066,0.88366,0.80374,0.87643,0.68334,0.81254,0.93228,0.94449,0.85266,0.85056,0.86377,0.9186,0.70864,0.73816,0.72557,0.96438,6
0.1976,0.15885,0.20407,0.15088,0.09398,0.2281,0.12332,0.15361,0.11902,0.11712,0.15064,0.15234,0.090862,0.25014,0.17828,0.078634,0.40726,0.47108,0.87971,0.89658,0.43633,1.2402,0.52101,0.42998,0.42583,0.60536,0.60901,0.63771,0.3125,0.79984,0.40907,0.29465,0.15768,0.16145,0.20275,0.28482,0.13893,0.5047,0.17321,0.12894,0.14342,0.14749,0.19829,0.18911,0.087062,0.2764,0.12565,0.074277,0.15,0.14,0.12,0.1475,0.115,0.275,0.085,0.07,0.07,0.135,0.1,0.0775,0.06,0.195,0.2775,0.1225,0.84752,0.96622,0.91535,0.95169,0.75335,0.91137,1.0272,1.0101,0.88172,0.90736,0.89642,1.0048,0.87296,0.76987,0.80473,0.99863,0.7147,0.85995,0.79571,0.88452,0.68029,0.8314,0.94969,0.91573,0.79636,0.87186,0.8109,0.90682,0.60594,0.63509,0.58266,0.95356,6
0.076244,0.17181,0.17878,0.17081,0.066068,0.192,0.11091,0.11048,0.1054,0.12471,0.10321,0.057536,0.06635,0.23741,0.18663,0.11862,1.145,0.39382,1.0632,0.44861,0.33971,1.189,0.42777,0.39817,0.33477,0.75997,0.4902,0.60446,0.38707,0.81729,0.47386,0.29625,0.21043,0.12335,0.29349,0.16949,0.13418,0.39547,0.14305,0.1419,0.13445,0.17483,0.16421,0.17227,0.12472,0.2545,0.15742,0.10935,0.1075,0.0875,0.11,0.1075,0.0975,0.1875,0.0875,0.09,0.0875,0.18,0.15,0.085,0.05,0.2,0.225,0.11,0.82945,0.92616,0.98199,0.96706,0.74574,0.90458,1.0211,1.002,0.90715,0.91131,0.89487,0.97238,0.7908,0.79049,0.86409,0.97429,0.79963,0.84605,0.87841,0.85296,0.7016,0.81706,0.95317,0.92292,0.85357,0.86949,0.84511,0.95249,0.63675,0.63667,0.60025,0.91841,6
0.25981,0.30008,0.32555,0.2688,0.1501,0.47333,0.29509,0.21235,0.14712,0.29387,0.16227,0.18927,0.12147,0.38279,0.091514,0.1715,1.3192,1.3932,1.2284,2.144,0.92113,2.3862,1.0539,1.4151,0.59173,1.5234,0.71372,2.0918,0.63486,1.7364,0.52816,0.53204,0.32901,0.36773,0.4386,0.6269,0.27543,0.77449,0.38729,0.34153,0.1738,0.3258,0.32775,0.40009,0.17914,0.54049,0.18456,0.19318,0.4475,0.34,0.4675,0.41,0.1825,0.495,0.32,0.2275,0.2125,0.1775,0.1725,0.23,0.14,0.5975,0.1175,0.2525,0.88005,1.0136,0.9563,0.91851,0.76552,0.97097,0.99582,0.96246,0.86174,0.99968,0.9042,1.0232,0.87296,0.82696,0.77614,0.86884,0.76439,0.909,0.85031,0.83192,0.66203,0.78462,0.83653,0.85283,0.79909,0.83241,0.83111,0.93334,0.59224,0.69772,0.68819,0.81206,7
0.3128,0.2982,0.27424,0.31814,0.13172,0.47358,0.30838,0.15742,0.11829,0.17364,0.18254,0.15849,0.090407,0.40005,0.1867,0.12893,0.92731,1.2496,1.0572,1.3635,0.6956,1.568,1.5328,0.80007,0.56467,0.72922,0.97798,0.9055,0.4812,2.0308,0.55682,0.96818,0.30809,0.37506,0.42045,0.44466,0.2816,0.51073,0.3511,0.23727,0.17852,0.25991,0.28692,0.34632,0.12802,0.50713,0.19048,0.22003,0.42,0.425,0.39,0.2675,0.1875,0.6425,0.325,0.13,0.11,0.2,0.2975,0.19,0.1175,0.615,0.1175,0.16,0.89541,1.0218,0.94185,0.92094,0.74574,0.90307,0.99234,0.97145,0.89534,0.95313,0.90575,0.99521,0.80792,0.8563,0.93445,0.88236,0.76439,0.88529,0.8479,0.75504,0.65138,0.7039,0.82086,0.869,0.82451,0.8829,0.85133,0.9326,0.62648,0.65253,0.58925,0.81206,7
0.23091,0.38656,0.28616,0.27529,0.13993,0.45293,0.23755,0.12566,0.16115,0.15078,0.28393,0.21176,0.07571,0.40665,0.12658,0.070592,0.78835,2.2296,1.2202,0.94383,1.1369,2.2748,1.3691,0.60203,0.45732,0.82775,0.74688,1.1676,0.45583,1.7506,0.49001,0.59073,0.24014,0.47008,0.35897,0.35761,0.30127,0.58311,0.48376,0.25245,0.17474,0.28175,0.24063,0.37755,0.14355,0.49223,0.18402,0.22666,0.275,0.3525,0.31,0.215,0.15,0.4375,0.335,0.1775,0.1,0.195,0.22,0.2275,0.1175,0.4975,0.12,0.105,0.83396,1.0856,0.98761,0.93712,0.764,0.92042,0.96971,0.92562,0.89806,0.94129,0.98116,1.0063,0.81476,0.81507,0.80253,0.88056,0.72283,0.90491,0.86236,0.76718,0.67116,0.77481,0.8757,0.869,0.79455,0.89395,0.8179,0.8965,0.70864,0.68583,0.62003,0.85262,7
0.16499,0.28669,0.24471,0.20781,0.12651,0.34273,0.19152,0.16332,0.20117,0.15129,0.17518,0.28515,0.10854,0.38033,0.11729,0.10304,0.86086,3.019,1.4069,1.0214,0.68122,1.59,1.6735,1.2342,0.59567,0.93409,0.94524,1.6518,0.46725,1.6777,0.78536,0.93953,0.29735,0.55354,0.43391,0.43091,0.23367,0.45401,0.46762,0.34823,0.17363,0.24383,0.30162,0.38612,0.14807,0.46417,0.24112,0.2318,0.17,0.1975,0.3275,0.2225,0.145,0.4,0.225,0.14,0.1075,0.165,0.1325,0.285,0.0875,0.6225,0.155,0.1375,0.86107,1.057,0.93623,0.95088,0.76552,0.93702,0.96971,0.92023,0.92894,0.94997,0.9283,1.0777,0.91062,0.82458,0.79813,0.89408,0.77614,0.85995,0.81659,0.86024,0.64529,0.7899,0.87831,0.83126,0.78274,0.89237,0.85055,0.93849,0.64702,0.7112,0.686,0.84361,7
0.18349,0.32604,0.24414,0.22454,0.14605,0.26545,0.20595,0.093123,0.13508,0.15971,0.12369,0.22841,0.073531,0.44137,0.14482,0.12107,1.0277,3.3506,0.94088,2.1347,0.71019,1.7865,0.95359,0.6597,0.70415,1.1641,0.86376,1.1839,0.43884,1.6659,1.4751,0.80931,0.28095,0.48419,0.3233,0.5497,0.25648,0.56033,0.32401,0.2181,0.1827,0.29196,0.22646,0.44488,0.14717,0.47903,0.41258,0.18751,0.31,0.2475,0.2675,0.28,0.2175,0.375,0.24,0.11,0.0875,0.265,0.1475,0.285,0.115,0.5675,0.1675,0.1575,0.83125,1.0725,0.92258,0.92498,0.75335,0.91061,0.98625,0.93191,0.92985,0.95392,0.9283,1.0306,0.82161,0.90625,0.80692,0.9058,0.7653,0.85995,0.80856,0.84163,0.66203,0.81329,0.88876,0.88787,0.84177,0.90579,0.88787,0.93555,0.72233,0.70803,0.63323,0.84992,7
0.35973,0.34252,0.22434,0.14996,0.16439,0.39409,0.2113,0.14962,0.28164,0.19687,0.16075,0.28368,0.073838,0.23918,0.17839,0.12487,0.91933,3.5927,0.92196,1.4727,0.72707,1.9057,1.5793,1.0435,1.535,0.74216,1.2832,1.3056,0.54368,1.1472,0.8232,1.4896,0.28426,0.66976,0.35105,0.28078,0.26065,0.57869,0.43414,0.22966,0.25518,0.21306,0.33787,0.36818,0.12469,0.37335,0.19117,0.25386,0.21,0.35,0.2875,0.215,0.13,0.32,0.2275,0.095,0.205,0.22,0.2075,0.2,0.11,0.36,0.15,0.15,0.8945,0.98502,0.93462,0.91042,0.76704,0.97172,0.98364,0.97325,0.88989,0.9981,0.94773,1.0821,0.83188,0.8008,0.90587,0.93284,0.64964,0.79946,0.85834,0.86186,0.58898,0.76199,0.88179,0.87979,0.79364,0.90658,0.89409,0.9407,0.72575,0.71754,0.63543,0.86614,7
0.21964,0.36913,0.28853,0.35128,0.2033,0.29376,0.23279,0.21435,0.12228,0.27393,0.3217,0.31916,0.14816,0.64589,0.13599,0.13135,1.1709,1.6436,1.4496,2.0769,0.8202,1.7611,0.94627,1.4003,1.0112,0.69265,0.94655,2.0001,0.42733,3.33,1.1582,1.0238,0.31833,0.51042,0.3338,0.54736,0.30156,0.62397,0.23599,0.45324,0.3089,0.31855,0.32991,0.43379,0.15974,0.78353,0.29336,0.32749,0.18,0.265,0.3775,0.215,0.2325,0.3375,0.22,0.275,0.175,0.3475,0.5575,0.255,0.22,0.9775,0.1725,0.1725,0.90083,1.048,0.95871,0.97678,0.81727,0.94456,1.0306,0.94988,0.89988,1.006,0.96795,1.0357,0.89692,0.82855,0.83551,0.88236,0.77343,0.87303,0.83746,0.77122,0.64986,0.82763,0.9053,0.87439,0.85085,0.89001,0.88398,0.87735,0.61621,0.6446,0.66621,0.82378,8
0.13229,0.24436,0.21885,0.36648,0.22699,0.32968,0.18601,0.13005,0.095173,0.2068,0.28986,0.26688,0.10721,0.65882,0.37096,0.18932,0.77791,0.84241,2.2429,1.6164,1.0385,3.2163,1.0257,0.713,0.80903,1.1339,1.2175,2.0861,0.54244,3.0473,1.6203,1.1448,0.29089,0.31568,0.58743,0.53908,0.34825,0.80593,0.32677,0.24637,0.19045,0.40418,0.36272,0.83231,0.17575,0.75669,0.55691,0.36359,0.165,0.195,0.1825,0.4425,0.3775,0.43,0.215,0.1625,0.1275,0.2725,0.4675,0.3075,0.095,0.9775,0.575,0.2675,0.86107,0.98911,0.95469,0.96949,0.76248,0.95814,0.98886,0.95348,0.88444,0.94129,0.96795,1.0394,0.91404,0.84995,0.92565,0.87065,0.80144,0.88529,0.8479,0.83596,0.60116,0.86233,0.91313,0.89417,0.83904,0.87659,0.87232,0.9547,0.6881,0.6224,0.60684,0.79764,8
0.15067,0.32618,0.24027,0.25065,0.24901,0.26082,0.18672,0.17511,0.11346,0.17149,0.29071,0.25142,0.15067,0.52459,0.34411,0.11035,0.7047,1.667,1.643,1.9125,1.1308,2.617,1.793,1.7937,0.6522,1.0411,0.83858,1.3152,0.88558,2.3248,1.8958,1.1618,0.26499,0.49057,0.37631,0.60417,0.35975,0.52955,0.40138,0.40391,0.21455,0.3685,0.29053,0.44408,0.2152,0.70057,0.52829,0.22637,0.19,0.2575,0.235,0.2575,0.3675,0.38,0.1975,0.25,0.1675,0.245,0.3925,0.29,0.1375,0.7225,0.43,0.15,0.89812,1.0733,1.0085,0.9614,0.78379,0.91816,0.99844,0.95258,0.91078,0.94524,0.94773,1.0269,0.98251,0.88167,0.99381,0.84811,0.81409,0.90981,0.89447,0.85943,0.61637,0.83592,0.91748,0.87979,0.85629,0.87186,0.83733,0.92008,0.56828,0.68424,0.64862,0.80846,8
